Profile Username,Profile Full Name,Profile Followers,Profile Following,Profile Post Count,Follower Username,Follower Full Name,Follower Followers,Follower Following,Follower Post Count,Follower ID,Follower Profile Link,Follower Biography
artbasel,Art Basel,2503411,2043,5604,bwaf.nyc,BWAF,1527,399,448,1317544464,https://www.instagram.com/bwaf.nyc/,Changing the culture of the design and building industry for women through education & research.
artbasel,Art Basel,2503411,2043,5604,nasta.sea.art,Anastasia🤍🦪✨🐟🦀🦐,440,651,300,47549025102,https://www.instagram.com/nasta.sea.art/,"Hedonist 🤍 Esthete 
Sealover 🐚🐟🌊
Ceramic artist 👩🏼‍🎨
Order art📲 Direct 🌍International shipping"
artbasel,Art Basel,2503411,2043,5604,ingridaeva,N/A,1920,639,74,2260616998,https://www.instagram.com/ingridaeva/,N/A
artbasel,Art Basel,2503411,2043,5604,camillamiga,N/A,28,1373,0,1414980287,https://www.instagram.com/camillamiga/,N/A
artbasel,Art Basel,2503411,2043,5604,delgadointeriors,Delgado Interiors,265,475,57,51650402368,https://www.instagram.com/delgadointeriors/,Design with a collaborative approach in mind.
artbasel,Art Basel,2503411,2043,5604,gayatrijuvekar,gaia,3651,2033,418,1410667222,https://www.instagram.com/gayatrijuvekar/,"🌳 + 🧠 + 🫀 + 📷
Founder @balance.magazine
Open to projects, DM or email for work related enquiries - gayatrijuvekar27@gmail.com"
artbasel,Art Basel,2503411,2043,5604,prixdelart,Prix de l'Art,0,9,0,70104813416,https://www.instagram.com/prixdelart/,N/A
artbasel,Art Basel,2503411,2043,5604,ttossssss,N/A,5,87,3,69542734330,https://www.instagram.com/ttossssss/,N/A
artbasel,Art Basel,2503411,2043,5604,bett_ilustraciones,Bett Studio,3011,880,543,1053328953,https://www.instagram.com/bett_ilustraciones/,"👩🏾‍💻Diseñadora gráfica e ilustradora 
✨libros, murales, vidrieras
Workshops creativos 
©️ copyright Ilustraciones"
artbasel,Art Basel,2503411,2043,5604,veronica_arnoldi,Veronica Arnoldi,1345,1599,989,282206736,https://www.instagram.com/veronica_arnoldi/,"Studio architettura e faccio foto a cose, persone e animali"
artbasel,Art Basel,2503411,2043,5604,aliceyouseen,ALICE YOU-SEEN,1086,1454,33,3662913733,https://www.instagram.com/aliceyouseen/,Single « L. » OUT on all platforms!!!
artbasel,Art Basel,2503411,2043,5604,eelizaveta.b,Лиза,2655,1030,29,270209216,https://www.instagram.com/eelizaveta.b/,N/A
artbasel,Art Basel,2503411,2043,5604,andrew_heine,Andrew Heine,564,798,63,249748293,https://www.instagram.com/andrew_heine/,N/A
artbasel,Art Basel,2503411,2043,5604,ceciliacarba,Cecilia Cardenas,293,408,12,197381781,https://www.instagram.com/ceciliacarba/,N/A
artbasel,Art Basel,2503411,2043,5604,yogaminiparis,yogamini,1563,1055,385,338537672,https://www.instagram.com/yogaminiparis/,"Yoga & Mindfulness & Arts☀️
* conférences et formations @ulrikadeze Docteure/ PhD sciences de l education 
* Auteure : Le Mémo Yogamini, Anytime yoga"
artbasel,Art Basel,2503411,2043,5604,_bren_c.s,B R E N,226,2687,186,3046709607,https://www.instagram.com/_bren_c.s/,"I ♥️ 📸, 📚 & 🎶... 😀
""You don't take a photograph, you make it."" - Ansel Adams"
artbasel,Art Basel,2503411,2043,5604,devonjbmartin,DEVON 🍉,266,2874,49,481022279,https://www.instagram.com/devonjbmartin/,N/A
artbasel,Art Basel,2503411,2043,5604,ilknaz_kocabeyoglu,İlknaz Kocabeyoğlu,936,1023,19,1822258200,https://www.instagram.com/ilknaz_kocabeyoglu/,Üsküdar Amerikan
artbasel,Art Basel,2503411,2043,5604,fiorenza_biolcati,Fiorenza Biolcati,45,96,5,12772728951,https://www.instagram.com/fiorenza_biolcati/,N/A
artbasel,Art Basel,2503411,2043,5604,adel.hassan.allam,Adel Allam,429,2239,143,1820487071,https://www.instagram.com/adel.hassan.allam/,Architect @saffron_ds
artbasel,Art Basel,2503411,2043,5604,browninvite,Brownie,0,423,0,58402078459,https://www.instagram.com/browninvite/,N/A
artbasel,Art Basel,2503411,2043,5604,charlottecomettes,Charlotte Comettes,1677,308,44,7770694090,https://www.instagram.com/charlottecomettes/,"Painting, drawing.
Based in NYC."
artbasel,Art Basel,2503411,2043,5604,mrglowpoint,Sascha Kisters,396,287,241,26791704305,https://www.instagram.com/mrglowpoint/,N/A
artbasel,Art Basel,2503411,2043,5604,victoria.geminii,N/A,813,871,119,1580959234,https://www.instagram.com/victoria.geminii/,"digital artist
brand designer of @tehzavod
soul @letloverulebrand
designer @contento.agency"
artbasel,Art Basel,2503423,2043,5604,ahmadhilals,Ahmad Hilal,1539,3264,331,178046500,https://www.instagram.com/ahmadhilals/,"Frankfurt + Cairo
Curator of EG pavilion in 15th Venice Biennale 
Works at schneider+schumacher"
artbasel,Art Basel,2503423,2043,5604,bbbrianna_yuw,Yu WANG,646,597,182,798786248,https://www.instagram.com/bbbrianna_yuw/,"@vvang.yv 
Beijing Film Academy
Collumbia College Chicago
École des Beaux-Arts de Nantes"
artbasel,Art Basel,2503423,2043,5604,mattebleu,Matthew Salazar,459,1225,1215,244152366,https://www.instagram.com/mattebleu/,"Iced Americano & Ice Cream Advocate
🌾🌾🌾🌾🍦🤸🏻‍♂️🌾🌾🌾🌾"
artbasel,Art Basel,2503423,2043,5604,michakirwan,N/A,51,217,33,51208538543,https://www.instagram.com/michakirwan/,"Classic car enthusiast , art lover, museums & galleries, yoga, music, good times…."
artbasel,Art Basel,2503423,2043,5604,mahiileee,Mahilé,417,219,0,5854863379,https://www.instagram.com/mahiileee/,🌷
artbasel,Art Basel,2503423,2043,5604,gahyunii,💐,5031,7035,218,592324827,https://www.instagram.com/gahyunii/,"@yesl.tape 
@venn.seoul"
artbasel,Art Basel,2503423,2043,5604,goyenechelola,lola goyeneche,1396,1671,143,187781498,https://www.instagram.com/goyenechelola/,"arquitecta
argentina"
artbasel,Art Basel,2503423,2043,5604,anjazasada,Ania Maria Zasada,546,1003,251,2312991826,https://www.instagram.com/anjazasada/,"Shakespeare is not dead. Sarah Kane either. 
I try to promote culture. 
@ficep Coordinator"
artbasel,Art Basel,2503423,2043,5604,jacques_muse_,Jacky,1069,2398,199,479198527,https://www.instagram.com/jacques_muse_/,"German girl living in Paris 🔮
@lvmh @dior"
artbasel,Art Basel,2503423,2043,5604,gonziki,Gonzalo Li,1734,7281,1473,215898901,https://www.instagram.com/gonziki/,"Architect Master in City Design,
Countryside Lifestyle Enthusiast,
Interior Design Fanatic, 
Landscaper,
Polo Player,
Art Lover."
artbasel,Art Basel,2503423,2043,5604,emiliadagyte,N/A,27193,2864,673,178253538,https://www.instagram.com/emiliadagyte/,@nona_studio__   @ateities_studija
artbasel,Art Basel,2503423,2043,5604,dhriti_9,Dhriti Gupta,450,3202,6,630652961,https://www.instagram.com/dhriti_9/,"Architect | Brand Communications
👩‍💻@playofanecdotes"
artbasel,Art Basel,2503423,2043,5604,alenkavio,alenkoide,31,292,139,8079116194,https://www.instagram.com/alenkavio/,N/A
artbasel,Art Basel,2503423,2043,5604,katelewisart,Kate Lewis | Artist,12481,536,1738,330109360,https://www.instagram.com/katelewisart/,"Represented by @sobering_galerie (Paris)
Solo Show Aug-Nov @galerietangerine (Nashville)
Illustrator of THE SECRET GARDEN @chroniclebooks"
artbasel,Art Basel,2503423,2043,5604,silvia_sound,SilviaS,77,2225,98,4491575250,https://www.instagram.com/silvia_sound/,"Âme-sœur
Artist until I find a real job"
artbasel,Art Basel,2503423,2043,5604,bespoke_artwork_,N/A,0,3,0,68777416237,https://www.instagram.com/bespoke_artwork_/,N/A
artbasel,Art Basel,2503423,2043,5604,sibila_pre,Sibila,92,197,0,6353219929,https://www.instagram.com/sibila_pre/,N/A
artbasel,Art Basel,2503423,2043,5604,ale_sztuka_marta,Marta Kaczanowska,1071,3116,665,3545193340,https://www.instagram.com/ale_sztuka_marta/,"tkaniny we wnętrzach
opiekun marki @fargotexfabrics @cosmonova_fabric_design  tkaniny, projekty, szycie
@bags_alesztuka"
artbasel,Art Basel,2503423,2043,5604,1001transportation,1001 Transportation | Motorista em Miami | Motorista Brasileiro,27221,3792,463,2241880933,https://www.instagram.com/1001transportation/,"𝗦𝗜𝗡𝗖𝗘 𝟭𝟵𝟵𝟵
🇺🇸 +1-407-946-0011
Orlando & Miami Flórida"
artbasel,Art Basel,2503423,2043,5604,bunnybuda,Alina Buda,732,1956,361,421057368,https://www.instagram.com/bunnybuda/,Just a Mom having fun with her iPhone.
artbasel,Art Basel,2503423,2043,5604,artzy.mind,Monkey art 🧡,94,235,8,61886329472,https://www.instagram.com/artzy.mind/,Art is our souls way of screaming out into the void that we exist 💫
artbasel,Art Basel,2503423,2043,5604,gokcedurukan,Gokce Durukan,431,1748,639,4442326,https://www.instagram.com/gokcedurukan/,"dessert person.
@mittebrot"
artbasel,Art Basel,2503423,2043,5604,zozanalinbay,Zozan🌟,500,448,7,1707201677,https://www.instagram.com/zozanalinbay/,"@zozanalinbay_design 
@zozyhomeconcept"
artbasel,Art Basel,2503423,2043,5604,gizemgokcecc,Gizem Gökce,235,453,16,51781246076,https://www.instagram.com/gizemgokcecc/,N/A
artbasel,Art Basel,2503423,2043,5604,naocgui,Shinoda Naomi,295,958,430,44945908313,https://www.instagram.com/naocgui/,"🇫🇷#フランス政府公認ガイド
🇯🇵#総合旅行業務取扱管理者
日本は添乗員→パリでガイド
#日仏家族 #フランスのガイド #日仏ハーフ #日仏女子"
artbasel,Art Basel,2503423,2043,5604,risyelyah,R I R I S ⚡,3057,503,130,352771160,https://www.instagram.com/risyelyah/,N/A
artbasel,Art Basel,2503423,2043,5604,keerkkk,N/A,42,3295,457,4850648023,https://www.instagram.com/keerkkk/,(( _ _ ))..zzzZZ
artbasel,Art Basel,2503423,2043,5604,katya.desnenko,Katya Desnenko,433,509,516,22249950786,https://www.instagram.com/katya.desnenko/,N/A
artbasel,Art Basel,2503423,2043,5604,hansenmariannekaa,Marianne K Hansen,197,3391,937,2732654261,https://www.instagram.com/hansenmariannekaa/,"Kona til Eirik ❤️                                            Mor til Robin, Stian og Hanne. Farmor til Sigmund og Ivar❤️. Egentlig svært fornøyd 🥳"
artbasel,Art Basel,2503423,2043,5604,martharama_,Martha,1430,995,690,28500194,https://www.instagram.com/martharama_/,"🌟Artist and Workshop Facilitator🌟
@martha_armitage
@calthorpecommunitygarden"
artbasel,Art Basel,2503423,2043,5604,rubengsti,Ruben,1554,454,116,1599465703,https://www.instagram.com/rubengsti/,N/A
artbasel,Art Basel,2503423,2043,5604,_silk.seraphim.111,N/A,39,1468,1,66875045159,https://www.instagram.com/_silk.seraphim.111/,N/A
artbasel,Art Basel,2503423,2043,5604,ayushirm,Ayushi Mehta,806,3370,144,308025328,https://www.instagram.com/ayushirm/,Have courage and be kind 💫
artbasel,Art Basel,2503423,2043,5604,mermaidgretam,g m,731,7498,599,224133020,https://www.instagram.com/mermaidgretam/,t r a v e l i n g la lune ❤️💙
artbasel,Art Basel,2503423,2043,5604,myrna_adaimy,Myrna Adaimy,923,2303,768,242551049,https://www.instagram.com/myrna_adaimy/,N/A
artbasel,Art Basel,2503423,2043,5604,claudialorenadodun,Claudia-Lorena Dodun,206,870,16883,5900721676,https://www.instagram.com/claudialorenadodun/,Fribourg - Paris
artbasel,Art Basel,2503423,2043,5604,m_delalande,Maxime Delalande,981,726,30,10478946325,https://www.instagram.com/m_delalande/,🔚 @moonensfoundation @le.domaine.m
artbasel,Art Basel,2503423,2043,5604,johquigo,🅹🆀🅶,682,1401,1491,4009000,https://www.instagram.com/johquigo/,Director creativo @masinterior
artbasel,Art Basel,2503423,2043,5604,owvitalia,Vitaliia,1492,645,33,1386365951,https://www.instagram.com/owvitalia/,"Paris|Milan
@vivvvvv.v"
artbasel,Art Basel,2503423,2043,5604,metanoia_designstudio,METANOIA | Estudio de Diseño,1,196,0,53906719074,https://www.instagram.com/metanoia_designstudio/,N/A
artbasel,Art Basel,2503423,2043,5604,byellice.asc,Ellice,6,21,0,68102060489,https://www.instagram.com/byellice.asc/,N/A
artbasel,Art Basel,2503423,2043,5604,marizedidone,Marize Didone,633,2665,640,393828063,https://www.instagram.com/marizedidone/,N/A
artbasel,Art Basel,2503423,2043,5604,magnusplessen,Magnus Plessen,709,565,13,37784168630,https://www.instagram.com/magnusplessen/,German Artist
artbasel,Art Basel,2503423,2043,5604,annaelisaz,Anna Elisa Zorio,497,1400,205,188355016,https://www.instagram.com/annaelisaz/,N/A
artbasel,Art Basel,2503423,2043,5604,hudaaa0_o,🎷,71,427,0,68372061537,https://www.instagram.com/hudaaa0_o/,N/A
artbasel,Art Basel,2503423,2043,5604,chgillo,Guill,28,516,40,34230650661,https://www.instagram.com/chgillo/,N/A
artbasel,Art Basel,2503423,2043,5604,_lisraschll_,Lisanne Ra,172,1191,121,228751986,https://www.instagram.com/_lisraschll_/,"Paris, mostly"
artbasel,Art Basel,2503423,2043,5604,galleryevelynepoumellec,Gallery Evelyne Poumellec,20,72,24,67757007869,https://www.instagram.com/galleryevelynepoumellec/,"Official gallery of @evelynepoumellec
Paintings, drawings and designs for sale.
If you are interested and for more details please send me a dm."
artbasel,Art Basel,2503423,2043,5604,piellem,Patricia L Milon,209,918,60,11353879236,https://www.instagram.com/piellem/,"Interviewer nos garde-robes
Plier et déplier nos imaginaires vestimentaires"
artbasel,Art Basel,2503423,2043,5604,radanhubicka,Radan Hubička,26,141,35,69044631501,https://www.instagram.com/radanhubicka/,@aarh_architectural_studio
artbasel,Art Basel,2503423,2043,5604,superskinnimini,superskinnimini,156,1488,503,329896236,https://www.instagram.com/superskinnimini/,"Mother of dogs and the most beautiful Wren in the whole world. Painter of dreams, baker of delights and somehow still an optimist"
artbasel,Art Basel,2503423,2043,5604,studio_peinado,Peinado Bruno,5459,4740,375,1967825715,https://www.instagram.com/studio_peinado/,I would prefer not to
artbasel,Art Basel,2503423,2043,5604,daniel__hak,Daniel Hakhamzadeh,714,1381,3,52489267687,https://www.instagram.com/daniel__hak/,@properlawpc
artbasel,Art Basel,2503423,2043,5604,domesorrentino,Domenico Sorrentino,520,2679,723,26447501,https://www.instagram.com/domesorrentino/,"ⒶⓇⒸⒽⒾⓉⒺⒸⓉ 
Born in Casale Monferrato_
Based in Milan_
Brand Operation Manager at Boffi | DePadova"
artbasel,Art Basel,2503423,2043,5604,delphinegeliot,Delphine Geliot Peintre,757,687,155,3282497226,https://www.instagram.com/delphinegeliot/,N/A
artbasel,Art Basel,2503423,2043,5604,luisapestelli,Luisa Pestelli,116,851,0,18538755400,https://www.instagram.com/luisapestelli/,N/A
artbasel,Art Basel,2503423,2043,5604,kailaskostas,kailas kostas,394,3104,9,56314055945,https://www.instagram.com/kailaskostas/,N/A
artbasel,Art Basel,2503423,2043,5604,irianamuozg,Iriana Muñoz,4,204,1,69571436962,https://www.instagram.com/irianamuozg/,"Venezuelan Origami Artist
Folding stories one paper at a time
Blending geometry & organic flow
Between Miami & Costa Rica
Discover more & shop now 👇🏽"
artbasel,Art Basel,2503423,2043,5604,maria.ahmarani,Maria Ahmarani,346,1607,0,2044956478,https://www.instagram.com/maria.ahmarani/,"May fate be in my side.
FreeRide - R"
artbasel,Art Basel,2503423,2043,5604,elixabetebilbao,N/A,411,1760,137,1243930712,https://www.instagram.com/elixabetebilbao/,eli
artbasel,Art Basel,2503423,2043,5604,___safa_monshi___,N/A,240,1740,12,54812830795,https://www.instagram.com/___safa_monshi___/,چرندياتم را با نام جومه سرخو به خاك مينشانم
artbasel,Art Basel,2503423,2043,5604,unknowguydump,N/A,2,292,45,47014321566,https://www.instagram.com/unknowguydump/,Friends & Family
artbasel,Art Basel,2503423,2043,5604,luxlovesart,Lux,100,1927,72,1253382224,https://www.instagram.com/luxlovesart/,"Artist, Londoner"
artbasel,Art Basel,2503423,2043,5604,nedaa6103,Neda.A,267,597,26,7076454839,https://www.instagram.com/nedaa6103/,N/A
artbasel,Art Basel,2503423,2043,5604,ddphotoartgmailcom,Daniel D'Amato,49,168,9,360101435,https://www.instagram.com/ddphotoartgmailcom/,N/A
artbasel,Art Basel,2503423,2043,5604,lola_mukuna,Lola Mukuna,1420,1301,104,1504050329,https://www.instagram.com/lola_mukuna/,"📖 Arts Master student | 📷 Part-time model
📍Switzerland | 💄@Marionnaud_ch ambassador
DM or email for job inquiries"
artbasel,Art Basel,2503423,2043,5604,jahamsokoduff,Gaëlle Sokoduff,215,1586,506,935198965,https://www.instagram.com/jahamsokoduff/,N/A
artbasel,Art Basel,2503423,2043,5604,irena_pszczolkova,Irena Pszczolková,11,215,0,7195432698,https://www.instagram.com/irena_pszczolkova/,N/A
artbasel,Art Basel,2503423,2043,5604,notreal1046,Zzz😴,1778,228,11,61700466783,https://www.instagram.com/notreal1046/,N/A
artbasel,Art Basel,2503423,2043,5604,celine.1497,Céline . Y,87,226,65,63336458195,https://www.instagram.com/celine.1497/,N/A
artbasel,Art Basel,2503423,2043,5604,sriram180,Sri Ram,263,2343,20,8012179307,https://www.instagram.com/sriram180/,"An artist by soul, passionately into sculpting, painting N 3D designing  working as an Art teacher."
artbasel,Art Basel,2503423,2043,5604,pritam_begada,Pritam begada,12,4624,9,58782138289,https://www.instagram.com/pritam_begada/,N/A
artbasel,Art Basel,2503423,2043,5604,ryabova_a,Alena Ryabova,404,634,206,427360019,https://www.instagram.com/ryabova_a/,"Nizhny Novgorod | Paris📍
Graphic designer"
artbasel,Art Basel,2503423,2043,5604,ulianaganbarova,MIAMI STYLIST Uliana,4962,1033,2104,258875545,https://www.instagram.com/ulianaganbarova/,"Personal stylist
Fashion buyer
📍Miami 
📦 Moscow"
artbasel,Art Basel,2503423,2043,5604,ilztereotipo,Roberto Nación,28,261,0,50937112098,https://www.instagram.com/ilztereotipo/,N/A
artbasel,Art Basel,2503423,2043,5604,photography.pca,PCA Photography Department,1278,375,490,41570467326,https://www.instagram.com/photography.pca/,"• BFA in Photography
• MA in Fashion Film and Photography
• MA/MFA in Photography and Image-making"
artbasel,Art Basel,2503423,2043,5604,yoyo0565487,超超,18,25,0,52019878187,https://www.instagram.com/yoyo0565487/,ART🎨
artbasel,Art Basel,2503423,2043,5604,mayliss_m,Μαy,544,1101,41,358287426,https://www.instagram.com/mayliss_m/,N/A
artbasel,Art Basel,2503423,2043,5604,nikeatathompson,Nikeata Thompson,162071,161,833,54296994,https://www.instagram.com/nikeatathompson/,N/A
artbasel,Art Basel,2503423,2043,5604,cathmariem,Catherine Marie,115,476,40,11617964095,https://www.instagram.com/cathmariem/,"Céramiste
Cotentin"
artbasel,Art Basel,2503423,2043,5604,moataz.ahmed_,Moataz Ahmed,153,3409,113,1532215175,https://www.instagram.com/moataz.ahmed_/,N/A
artbasel,Art Basel,2503423,2043,5604,kaylaanaya.m,N/A,64,486,3,56679759973,https://www.instagram.com/kaylaanaya.m/,N/A
artbasel,Art Basel,2503423,2043,5604,kasimir.knoefler,Kasimir Knöfler,162,430,0,8945388133,https://www.instagram.com/kasimir.knoefler/,N/A
artbasel,Art Basel,2503423,2043,5604,nerija_bulatov,Nerija Bulatovaitė,564,466,69,308152042,https://www.instagram.com/nerija_bulatov/,"'Love and be loved'
Pharmacology & Innovative Therapeutics at @officialqmul"
artbasel,Art Basel,2503423,2043,5604,tweetyparis,Yunus Emre,59886,452,83,67135960954,https://www.instagram.com/tweetyparis/,"@Dior ★★ @LVMH  ★ #GustaveEiffelParis ★
  🌀 Working w/° @ritzparislecomptoir 🍫
#ParisJetaime ★No°5★ #VogueParis 🗽
@RitzParis 🛎️ Croissant • 30+☕💭"
artbasel,Art Basel,2503423,2043,5604,_celia_roy,𝕮𝖊𝖑𝖎𝖆,264,191,1,4779285744,https://www.instagram.com/_celia_roy/,"🦋❞
 🪡 @les_creadecelia 
Paris/Bordeaux | 20"
artbasel,Art Basel,2503423,2043,5604,sometimesblueeyes,Natalia Fiszer,106,631,3,5744863484,https://www.instagram.com/sometimesblueeyes/,N/A
